layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
5,Embedding,0.08120210209826795,316,701,2.2183544303797467,1.6715580648816215,3.6723220593291055,0.292692448466626,True,157.37855529785156,embedding,3.687035981440885,2.332351330283249,2.196945554259987,transformer.bert.embeddings.position_embeddings,316,214.95687029714463,316,10,0,1,0.21236530660810585,157.37855529785156,1.3658587085789515,success,12.545061111450195,0.02362588606774807,over-trained,0,157.37855529785156,0.8690230846405029
14,Linear,0.0771069925115383,316,316,1.0,2.4450556935989693,1.6790434450414526,0.841542203041876,True,4.860821723937988,dense,2.1561131862481115,1.8037604737295467,0.6867096931317771,transformer.bert.encoder.layer.0.attention.self.query,316,63.64444061504207,316,104,0,1,0.14169936884402887,4.860821723937988,13.093350102023617,success,2.2047271728515625,0.0006501820171251893,,1,4.860821723937988,0.17611543834209442
15,Linear,0.04072323582607218,316,316,1.0,2.533142207472079,1.3805919001475104,0.8621959519328276,True,3.507612466812134,dense,2.0615431221446947,1.8617674018264556,0.5450116049841737,transformer.bert.encoder.layer.0.attention.self.key,316,72.73901267096608,316,78,0,1,0.17359417115983838,3.507612466812134,20.737471245526265,success,1.8728621006011963,0.0015048295026645064,,0,3.507612466812134,0.2740273177623749
16,Linear,0.08539107305473925,316,316,1.0,2.844703598618693,1.9948255696545658,0.82973256863746,True,5.026225566864014,dense,2.2774834984525016,1.66818546611113,0.7012419749541556,transformer.bert.encoder.layer.0.attention.self.value,316,46.57849652250616,316,77,0,1,0.2102234854957548,5.026225566864014,9.267092354465825,success,2.241924524307251,0.001202853862196207,,0,5.026225566864014,0.17748798429965973
19,Linear,0.07412286094400677,316,316,1.0,3.177601157423865,2.5456989342499416,0.8529264061989331,True,6.326137065887451,dense,2.55960398882401,1.652200859432695,0.8011385973668838,transformer.bert.encoder.layer.0.attention.output.dense,316,44.89529808533335,316,66,0,1,0.2680441732256242,6.326137065887451,7.096795029532812,success,2.515181303024292,0.00015048985369503498,,1,6.326137065887451,0.2109801024198532
23,Linear,0.04914775772954216,316,3072,9.721518987341772,2.8862664725036247,2.7835654881846446,0.9032424194511107,True,9.213345527648926,dense,3.063956885079056,2.0352267266639257,0.9644173587929687,transformer.bert.encoder.layer.0.intermediate.dense,316,108.44929338619113,316,129,0,1,0.16607650252874537,9.213345527648926,11.77089180697051,success,3.0353493690490723,0.20239582657814026,,0,9.213345527648926,0.26150548458099365
26,Linear,0.0869020174650057,316,3072,9.721518987341772,3.093399664691701,4.505775833084399,0.9168443133592058,True,28.61391830444336,dense,4.514024639453227,2.334536791929165,1.4565773328657357,transformer.bert.encoder.layer.0.output.dense,316,216.04130497574806,316,177,0,1,0.1573495542987971,28.61391830444336,7.550217438839885,success,5.349197864532471,0.4365236163139343,,0,28.61391830444336,0.4525393843650818
32,Linear,0.05837529433654043,316,316,1.0,2.619357422289523,2.5391317163241727,0.8337019927675998,True,9.31905746459961,dense,2.7359642918881195,1.9750073261208714,0.9693719897549428,transformer.bert.encoder.layer.1.attention.self.query,316,94.40768017989421,316,58,0,1,0.2126320466457526,9.31905746459961,10.13060393055001,success,3.05271315574646,0.0018398043466731906,,0,9.31905746459961,0.44923970103263855
33,Linear,0.05436992903555338,316,316,1.0,2.826638001093364,3.380894274608975,0.8320542840953977,True,15.706637382507324,dense,3.5829161263950944,2.2677394002582374,1.1960832173420228,transformer.bert.encoder.layer.1.attention.self.key,316,185.24197396821455,316,35,0,1,0.30875817569456987,15.706637382507324,11.793865832448697,success,3.9631600379943848,0.0010580181842669845,,0,15.706637382507324,1.452864646911621
34,Linear,0.059484825392333684,316,316,1.0,3.226641967694611,2.048295030560872,0.8823502735538075,True,4.313273906707764,dense,2.1104471198287955,1.6294138438627617,0.6348070381122418,transformer.bert.encoder.layer.1.attention.self.value,316,42.60041637107781,316,78,0,1,0.25211755632831406,4.313273906707764,9.876585000741088,success,2.0768423080444336,0.0002349492715438828,,2,4.313273906707764,0.17893052101135254
37,Linear,0.08493365441075118,316,316,1.0,3.258969466289415,1.7616214549543672,0.8938366743748424,True,3.471726894378662,dense,1.8948005124769123,1.6259181390023203,0.540545553794374,transformer.bert.encoder.layer.1.attention.output.dense,316,42.25889521580214,316,79,0,1,0.25415392150835386,3.471726894378662,12.17229825428571,success,1.8632570505142212,0.0004184618010185659,,1,3.471726894378662,0.179269939661026
41,Linear,0.06842495073782529,316,3072,9.721518987341772,2.0932359500317252,3.137362779341057,0.8277804889744117,True,31.536239624023438,dense,3.1605963986550294,2.1091077692400697,1.4988099068781553,transformer.bert.encoder.layer.1.intermediate.dense,316,128.56056406348944,316,12,0,1,0.31559003501929644,31.536239624023438,4.07659776803432,success,5.615713596343994,0.22961167991161346,,0,31.536239624023438,0.6730049848556519
44,Linear,0.09970586550138327,316,3072,9.721518987341772,3.7394975210426207,4.395483681598781,0.9695263610527144,True,14.976865768432617,dense,4.4404508045594655,2.408028313195643,1.1754209374026439,transformer.bert.encoder.layer.1.output.dense,316,255.875269562006,316,156,0,1,0.21933534019908385,14.976865768432617,17.084700732333815,success,3.869995594024658,0.5358281135559082,,0,14.976865768432617,0.6847169399261475
50,Linear,0.08642813171870367,316,316,1.0,2.120089262094749,2.277700812560219,0.743662793431567,True,11.867027282714844,dense,2.7251768508878147,1.9897115775599408,1.0743419408245773,transformer.bert.encoder.layer.2.attention.self.query,316,97.65884363565328,316,123,0,1,0.10099504757478862,11.867027282714844,8.22942775044431,success,3.444855213165283,0.0006244651740416884,,1,11.867027282714844,0.14314912259578705
51,Linear,0.04823437157428412,316,316,1.0,2.0882390364936465,2.4007853826141594,0.7428267243481048,True,14.114640235900879,dense,2.9505199812754004,2.1231494754027427,1.1496698130139873,transformer.bert.encoder.layer.2.attention.self.key,316,132.78513987644533,316,112,0,1,0.10282892348409757,14.114640235900879,9.407617739962198,success,3.7569456100463867,0.0016446696827188134,,0,14.114640235900879,0.2054527848958969
52,Linear,0.05610869186119152,316,316,1.0,2.4763332349450025,2.1463636571538136,0.733779383118105,True,7.357846736907959,dense,2.1715852415912327,1.4616981269441343,0.8667507372857606,transformer.bert.encoder.layer.2.attention.self.value,316,28.953303775478627,316,67,1,1,0.18036281099797755,7.357846736907959,3.935024037704526,success,2.7125351428985596,4.17887422372587e-05,,2,7.357846736907959,0.09847227483987808
55,Linear,0.11600602547267846,316,316,1.0,2.6488407339504727,2.6878068969468973,0.7652645906400674,True,10.344527244567871,dense,2.798661650936253,1.7111273633424826,1.0147106477550694,transformer.bert.encoder.layer.2.attention.output.dense,316,51.419442466702364,316,94,1,1,0.170064936469346,10.344527244567871,4.970690419294298,success,3.2162909507751465,7.01496537658386e-05,,2,10.344527244567871,0.14574894309043884
59,Linear,0.06450021884953283,316,3072,9.721518987341772,2.7982226559281598,4.117035800129923,0.8276079225998078,True,29.600828170776367,dense,4.126667575063054,2.117713503611037,1.471303861902411,transformer.bert.encoder.layer.2.intermediate.dense,316,131.13345494121313,316,158,0,1,0.1430589132493475,29.600828170776367,4.4300603410372,success,5.440664291381836,0.24517183005809784,,0,29.600828170776367,0.23789191246032715
62,Linear,0.09826672872541542,316,3072,9.721518987341772,4.13823213989583,5.741284383748275,0.9707598965048249,True,24.399229049682617,dense,5.746289466750921,2.5162654157881583,1.3873761040125694,transformer.bert.encoder.layer.2.output.dense,316,328.29586735367775,316,157,0,1,0.2504581911265622,24.399229049682617,13.455173796073208,success,4.9395575523376465,0.6359772682189941,,0,24.399229049682617,0.9011644721031189
68,Linear,0.08636226036703132,316,316,1.0,2.3126708207718902,2.7634228800768454,0.7185405177343904,True,15.664098739624023,dense,3.059669665018727,1.9801109580503584,1.1949054120700626,transformer.bert.encoder.layer.3.attention.self.query,316,95.52366085854453,316,109,0,1,0.12573106159781394,15.664098739624023,6.0982545147591,success,3.957789659500122,0.000985934748314321,,1,15.664098739624023,0.1713031828403473
69,Linear,0.05516536898639213,316,316,1.0,2.076948753504752,2.4138727341331543,0.7470444664216565,True,14.528495788574219,dense,2.910378102166487,2.1238033415594026,1.1622206518383562,transformer.bert.encoder.layer.3.attention.self.key,316,132.98520942748542,316,112,0,1,0.10176209201909195,14.528495788574219,9.153405236354216,success,3.811626434326172,0.0013054090086370707,,0,14.528495788574219,0.20539860427379608
70,Linear,0.0783583118726433,316,316,1.0,2.8969190495809993,1.58404812017471,0.8368409443568381,True,3.5221221446990967,dense,1.6445253492744725,1.4437742682869825,0.546804412917172,transformer.bert.encoder.layer.3.attention.self.value,316,27.782688414006145,316,59,0,1,0.24695782528372975,3.5221221446990967,7.888053642835742,success,1.8767317533493042,0.000507229589857161,,2,3.5221221446990967,0.13939115405082703
73,Linear,0.09627597210981875,316,316,1.0,3.3631284348512374,2.004812102924903,0.8829636041942532,True,3.945619821548462,dense,2.0295536212637937,1.6114388245022726,0.5961152366795004,transformer.bert.encoder.layer.3.attention.output.dense,316,40.87321733106837,316,68,0,1,0.2865714159938881,3.945619821548462,10.359137266050038,success,1.986358404159546,0.000245335279032588,,1,3.945619821548462,0.20817995071411133
77,Linear,0.0577761836665317,316,3072,9.721518987341772,2.9089237071144582,3.75439313090118,0.8806215286409343,True,19.527507781982422,dense,3.795028684980746,2.133129712456144,1.2906468195501062,transformer.bert.encoder.layer.3.intermediate.dense,316,135.87192000448704,316,145,0,1,0.15852748526150034,19.527507781982422,6.957975463200322,success,4.418993949890137,0.2611445188522339,,0,19.527507781982422,0.2908305525779724
