layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
5,Embedding,0.06181712772746517,316,701,2.2183544303797467,6.332130127544061,1.7517526027534327,0.9714797420162856,True,1.890797734260559,embedding,1.7611838599442475,1.8802747978711574,0.2766450732169107,transformer.bert.embeddings.position_embeddings,316,75.90577134490013,316,36,0,1,0.8886883545906769,1.890797734260559,40.14483938155599,success,1.3750628232955933,0.15861377120018005,under-trained,0,1.890797734260559,0.47234871983528137
14,Linear,0.09736547882556656,316,316,1.0,5.2224143907780185,0.8008904752167666,0.924918264867903,True,1.4234963655471802,dense,0.8193796107415513,1.5962937738972272,0.15335636264924057,transformer.bert.encoder.layer.0.attention.self.query,316,39.47242188009424,316,40,1,1,0.6676223349965402,1.4234963655471802,27.729204538517642,success,1.1931036710739136,2.899468563555274e-05,,2,1.4234963655471802,0.29563331604003906
15,Linear,0.09561081572978469,316,316,1.0,4.051257171413627,2.0854971145407153,0.9066761849186418,True,3.2717323303222656,dense,2.0895532486234076,1.6268698735423712,0.5147777655924547,transformer.bert.encoder.layer.0.attention.self.key,316,42.351605009091465,316,55,1,1,0.41143143306140967,3.2717323303222656,12.944703518860246,success,1.808793067932129,2.631869210745208e-05,,1,3.2717323303222656,0.2577406167984009
16,Linear,0.10183487849327977,316,316,1.0,4.251394754844093,3.2614074457148297,0.8780418382435341,True,5.849762439727783,dense,3.2615877478652373,1.6447875891857737,0.7671382296359895,transformer.bert.encoder.layer.0.attention.self.value,316,44.135453071429424,316,49,0,1,0.4644849649777276,5.849762439727783,7.544828277416895,success,2.418628215789795,0.0001479002385167405,,1,5.849762439727783,0.269618421792984
19,Linear,0.0735426797961245,316,316,1.0,4.9281067053597205,2.0520220201606203,0.9132011281292145,True,2.608504295349121,dense,2.0535891184493966,1.6110053065767003,0.4163915561992353,transformer.bert.encoder.layer.0.attention.output.dense,316,40.832437555422246,316,41,0,1,0.6134672012758858,2.608504295349121,15.653582640528967,success,1.6150864362716675,0.0007932204171083868,,1,2.608504295349121,0.294637531042099
23,Linear,0.09644311877864331,316,3072,9.721518987341772,7.036933079751538,7.328572014962361,1.000047372668751,True,11.001300811767578,dense,7.3286566545007625,2.5730393510872482,1.041444039882943,transformer.bert.encoder.layer.0.intermediate.dense,316,374.14448767900467,316,78,0,1,0.6835480682870472,11.001300811767578,34.009113474908325,success,3.3168208599090576,0.7369811534881592,under-trained,0,11.001300811767578,1.4492006301879883
26,Linear,0.09416443949804659,316,3072,9.721518987341772,7.756913604508937,5.100646022066917,1.0051113615863316,True,4.545286655426025,dense,5.167004461775907,2.575148780211899,0.6575612778646929,transformer.bert.encoder.layer.0.output.dense,316,375.9661803841591,316,72,0,1,0.7963099049399845,4.545286655426025,82.71561485244106,success,2.131967782974243,0.7399738430976868,under-trained,0,4.545286655426025,1.5107357501983643
32,Linear,0.10085974071646286,316,316,1.0,4.379757443587763,2.285677379068869,0.9066752325627745,True,3.3256232738494873,dense,2.2871902162734137,1.6215466683693471,0.5218730508501659,transformer.bert.encoder.layer.1.attention.self.query,316,41.8356641958829,316,51,0,1,0.47326070371013634,3.3256232738494873,12.579796552679621,success,1.8236291408538818,0.00021431977802421898,,1,3.3256232738494873,0.2680276930332184
33,Linear,0.10669628309264845,316,316,1.0,4.127988504187879,1.8552497658925133,0.9122632905063739,True,2.8146986961364746,dense,1.8608353407061096,1.6209425660280663,0.44943191193733867,transformer.bert.encoder.layer.1.attention.self.key,316,41.7775113651669,316,54,0,1,0.42566531980843925,2.8146986961364746,14.842622914669962,success,1.6777063608169556,0.0011874987976625562,,0,2.8146986961364746,0.2592516541481018
34,Linear,0.11159702298434837,316,316,1.0,4.541546308497416,2.05717910676231,0.9112300010739586,True,2.8377156257629395,dense,2.0592046087460787,1.6103776259758351,0.4529688716182956,transformer.bert.encoder.layer.1.attention.self.value,316,40.77346554965982,316,45,0,1,0.527942552750911,2.8377156257629395,14.368411400877278,success,1.6845520734786987,0.0010670896153897047,,0,2.8377156257629395,0.2768498659133911
37,Linear,0.08352074218226857,316,316,1.0,5.756910056826787,1.126812956874053,0.9229843397481023,True,1.5693949460983276,dense,1.1324484445947256,1.5987467988474142,0.19573224972271897,transformer.bert.encoder.layer.1.attention.output.dense,316,39.69600474559995,316,30,0,1,0.8684889807157377,1.5693949460983276,25.293827308599518,success,1.2527549266815186,0.0003915203851647675,,1,1.5693949460983276,0.3266647756099701
41,Linear,0.11054400838166567,316,3072,9.721518987341772,6.582985742917909,8.088528887498242,0.9940819634501701,True,16.9317626953125,dense,8.088540883506719,2.584344021217526,1.2287021730527097,transformer.bert.encoder.layer.1.intermediate.dense,316,384.01131504774094,316,91,0,1,0.5852559297935499,16.9317626953125,22.679937225558515,success,4.1148223876953125,0.7293289303779602,under-trained,0,16.9317626953125,1.4088060855865479
44,Linear,0.08577938522487294,316,3072,9.721518987341772,8.822624834117956,6.5380805628076955,1.0049940469191043,True,5.50881814956665,dense,6.5398461233309,2.5773372468738813,0.741058436206456,transformer.bert.encoder.layer.1.output.dense,316,377.86550456285477,316,53,0,1,1.0745201587734625,5.50881814956665,68.59284410987127,success,2.3470871448516846,0.7505253553390503,under-trained,0,5.50881814956665,1.6112810373306274
50,Linear,0.10807910344344107,316,316,1.0,3.8010588300154295,3.59208957180595,0.8447898296023196,True,8.81096363067627,dense,3.592223155981035,1.6738145887739468,0.9450234085935914,transformer.bert.encoder.layer.2.attention.self.query,316,47.186154870478276,316,61,0,1,0.3586388331036636,8.81096363067627,5.355390947954303,success,2.9683268070220947,0.0018813556525856256,,0,8.81096363067627,0.2401122748851776
51,Linear,0.11121228889069468,316,316,1.0,3.881287478304898,3.1242114348454493,0.8718502060134462,True,6.3817830085754395,dense,3.124625591280343,1.6549195623535797,0.8049420333610301,transformer.bert.encoder.layer.2.attention.self.key,316,45.1772261840412,316,57,0,1,0.38163584950211826,6.3817830085754395,7.079091552209607,success,2.526219129562378,0.00018907101184595376,,1,6.3817830085754395,0.25044330954551697
52,Linear,0.12166716822549006,316,316,1.0,4.1126379091986,2.592924405052005,0.8952030011496417,True,4.270484924316406,dense,2.593812585792787,1.6220626270028804,0.630477193057161,transformer.bert.encoder.layer.2.attention.self.value,316,41.88539611811166,316,52,0,1,0.4316452147526376,4.270484924316406,9.808112394827484,success,2.0665152072906494,0.0014678003499284387,,0,4.270484924316406,0.2552836835384369
55,Linear,0.10241606578911455,316,316,1.0,4.976054047174113,1.7954473226675933,0.9162309839688684,True,2.2951838970184326,dense,1.7978311992792815,1.602740204444527,0.3608174882439677,transformer.bert.encoder.layer.2.attention.output.dense,316,40.06269903160768,316,39,0,1,0.6366781940032356,2.2951838970184326,17.455115071019485,success,1.5149863958358765,0.0008754277951084077,,1,2.2951838970184326,0.29526954889297485
59,Linear,0.10708561989985377,316,3072,9.721518987341772,6.0235377342191105,6.891920511720187,0.9973349320322372,True,13.936859130859375,dense,6.8920684693657375,2.582889250067585,1.144164910359552,transformer.bert.encoder.layer.2.intermediate.dense,316,382.7271311879158,316,102,0,1,0.4974043544587662,13.936859130859375,27.461505321559212,success,3.733210325241089,0.7357465028762817,under-trained,0,13.936859130859375,1.3548444509506226
62,Linear,0.0896870023146687,316,3072,9.721518987341772,8.066067899710257,6.040315835440671,1.0048573712559885,True,5.608607769012451,dense,6.044230124115251,2.5783309468525797,0.7488550692286692,transformer.bert.encoder.layer.2.output.dense,316,378.73108047246933,316,67,0,1,0.8632575890915267,5.608607769012451,67.52675460119674,success,2.3682498931884766,0.7380063533782959,under-trained,0,5.608607769012451,1.5428316593170166
68,Linear,0.10650665978972723,316,316,1.0,5.56063211007932,0.8528760139309826,0.9247039690808028,True,1.4235657453536987,dense,0.8651997425612186,1.5989748518970412,0.1533775292174142,transformer.bert.encoder.layer.3.attention.self.query,316,39.71685505016808,316,34,0,1,0.7821419542340979,1.4235657453536987,27.899557979529803,success,1.193132758140564,0.00023319920001085848,,1,1.4235657453536987,0.3153246343135834
69,Linear,0.09596988452072674,316,316,1.0,5.681560812000653,0.9761502480703275,0.9240183512659261,True,1.4852864742279053,dense,0.9854137577410607,1.6046362637497351,0.17181022616329172,transformer.bert.encoder.layer.3.attention.self.key,316,40.23798864567324,316,31,0,1,0.8408331435960908,1.4852864742279053,27.091062460923645,success,1.2187232971191406,7.912275032140315e-05,,1,1.4852864742279053,0.32857176661491394
70,Linear,0.09912189930659232,316,316,1.0,4.787304528429406,1.6054460834315405,0.9179048067704401,True,2.1644866466522217,dense,1.6100910757721745,1.6041958031626273,0.33535491086844377,transformer.bert.encoder.layer.3.attention.self.value,316,40.19720004614595,316,41,1,1,0.5914775956225735,2.1644866466522217,18.57123956311689,success,1.4712194204330444,3.338458918733522e-05,,1,2.1644866466522217,0.2882307469844818
73,Linear,0.10712470433832033,316,316,1.0,4.497233922042508,2.1937322434025357,0.9091768457903571,True,3.0746514797210693,dense,2.195328339097464,1.6166331970409882,0.487795894416408,transformer.bert.encoder.layer.3.attention.output.dense,316,41.365016037368264,316,47,0,1,0.5101239963048788,3.0746514797210693,13.453562561543032,success,1.75346839427948,0.0010862480849027634,,0,3.0746514797210693,0.27460652589797974
77,Linear,0.09855345937453397,316,3072,9.721518987341772,6.947627694155109,6.584630499653267,1.0020787657561834,True,8.86650276184082,dense,6.585225497674424,2.580544732453954,0.9477523536836575,transformer.bert.encoder.layer.3.intermediate.dense,316,380.6665643453598,316,80,0,1,0.6649649914495576,8.86650276184082,42.933112927416225,success,2.9776673316955566,0.724474310874939,under-trained,0,8.86650276184082,1.470608115196228
80,Linear,0.09876644721839661,316,3072,9.721518987341772,6.407033043725015,6.7003610295649905,1.0003875379203762,True,11.111742973327637,dense,6.700656245991156,2.58454780631528,1.0457821871431205,transformer.bert.encoder.layer.3.output.dense,316,384.19154793024063,316,101,0,1,0.5380198967200704,11.111742973327637,34.57527310093879,success,3.333428144454956,0.7458142638206482,under-trained,0,11.111742973327637,1.3889607191085815
86,Linear,0.08869503920897648,316,316,1.0,8.205082043434125,-1.187698371386325,0.929573485692213,True,0.7165532112121582,dense,-1.0672733261975633,1.5941432620029565,-0.14475155337864606,transformer.bert.encoder.layer.4.attention.self.query,316,39.27744797090922,316,16,0,1,1.8012705108585312,0.7165532112121582,54.814419021952986,success,0.8464946746826172,0.0002276657469337806,under-trained,1,0.7165532112121582,0.38315150141716003
87,Linear,0.08264694781931159,316,316,1.0,12.435160584157446,-2.921725491144954,0.9305010317258731,True,0.5821611285209656,dense,-2.7304934628698763,1.5920005539046707,-0.23495679620472854,transformer.bert.encoder.layer.4.attention.self.key,316,39.08413942761376,316,9,0,1,3.8117201947191486,0.5821611285209656,67.13629184914947,success,0.7629948258399963,0.0011348709231242537,under-trained,0,0.5821611285209656,0.42702651023864746
88,Linear,0.08731260128706719,316,316,1.0,6.237362575248029,0.8999673502539337,0.9239764011076865,True,1.3940762281417847,dense,0.9063708147961687,1.5978211013313721,0.14428652165024197,transformer.bert.encoder.layer.4.attention.self.value,316,39.61148292963367,316,26,0,1,1.02713130657501,1.3940762281417847,28.41414416945712,success,1.1807100772857666,0.001185501110740006,under-trained,0,1.3940762281417847,0.34514278173446655
91,Linear,0.10729344894072057,316,316,1.0,3.6476573454241574,2.795641242265058,0.8777081711389638,True,5.840109825134277,dense,2.796605283032906,1.6432395529193766,0.7664210142359122,transformer.bert.encoder.layer.4.attention.output.dense,316,43.97841295068736,316,68,0,1,0.3210756145772431,5.840109825134277,7.530408548383111,success,2.4166319370269775,0.0008034324855543673,,1,5.840109825134277,0.2230260968208313
95,Linear,0.0980416306971792,316,3072,9.721518987341772,6.671696175448063,5.595164154147838,1.0034625964532866,True,6.896709442138672,dense,5.605738461989297,2.5846187935010962,0.8386419295797853,transformer.bert.encoder.layer.4.intermediate.dense,316,384.2543507218361,316,90,0,1,0.5978492703627282,6.896709442138672,55.715606688322175,success,2.6261587142944336,0.642940104007721,under-trained,0,6.896709442138672,1.444578766822815
98,Linear,0.11262154122442247,316,3072,9.721518987341772,5.044825791654416,7.8700151632688415,0.9704911603367151,True,36.30924606323242,dense,7.870026439412011,2.611953260908654,1.5600172311773572,transformer.bert.encoder.layer.4.output.dense,316,409.216617166996,316,136,0,1,0.3468409502083303,36.30924606323242,11.270314356138012,success,6.025715351104736,0.7456281185150146,,0,36.30924606323242,1.2315665483474731
104,Linear,0.06264536056736048,316,316,1.0,10.059903320576211,-1.8848309182184095,0.9297057295540402,True,0.6495898962020874,dense,-1.7469192366712059,1.5945567829780012,-0.1873607387819757,transformer.bert.encoder.layer.5.attention.self.query,316,39.31486448041454,316,13,0,1,2.5127650748526147,0.6495898962020874,60.52259234676225,success,0.8059713840484619,0.0008276997250504792,under-trained,1,0.6495898962020874,0.406403124332428
