layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
5,Embedding,0.06434967066129693,316,701,2.2183544303797467,1.5561585329737913,3.7721311970262366,0.24977290833729152,True,265.4617004394531,embedding,3.7933252088460936,2.5447599943637345,2.4240018719800744,transformer.bert.embeddings.position_embeddings,316,350.5580903023947,316,24,0,1,0.11352538515672014,265.4617004394531,1.3205599516693765,success,16.29299545288086,0.020685292780399323,over-trained,0,265.4617004394531,0.2225308120250702
14,Linear,0.0727073583368405,316,316,1.0,2.4995054275189625,1.795015102520399,0.839743207649158,True,5.225743770599365,dense,2.2487518848779615,1.8399618467848862,0.7181481115254674,transformer.bert.encoder.layer.0.attention.self.query,316,69.1770195529079,316,89,1,1,0.1589472574228131,5.225743770599365,13.237736595909228,success,2.2859885692596436,4.52763561042957e-05,,2,5.225743770599365,0.22025935351848602
15,Linear,0.05179376303245581,316,316,1.0,2.5531750411265897,1.6871366651751467,0.8596915744148256,True,4.579303741455078,dense,2.2421267441998305,1.9274123332487554,0.6607994508792852,transformer.bert.encoder.layer.0.attention.self.key,316,84.60817613731146,316,68,0,1,0.1883501396952348,4.579303741455078,18.476209684755947,success,2.1399307250976562,0.0005037809605710208,,1,4.579303741455078,0.36085984110832214
16,Linear,0.0748514878074571,316,316,1.0,2.6548424293932573,2.194960916605733,0.801939403030527,True,6.710831642150879,dense,2.3895174912436894,1.678359427399122,0.8267763435991844,transformer.bert.encoder.layer.0.attention.self.value,316,47.68254500976434,316,78,0,1,0.18737400779300348,6.710831642150879,7.105310869411362,success,2.590527296066284,0.0005567089538089931,,2,6.710831642150879,0.16241692006587982
19,Linear,0.07315294815676976,316,316,1.0,2.839724763441344,2.7222862260855787,0.813065814942413,True,9.09168529510498,dense,2.736330973501953,1.6814421051944946,0.9586443943907275,transformer.bert.encoder.layer.0.attention.output.dense,316,48.022205866663036,316,76,0,1,0.21103090336237074,9.09168529510498,5.28199165588348,success,3.015242099761963,0.00021315322373993695,,2,9.09168529510498,0.18120382726192474
23,Linear,0.029866975237001436,316,3072,9.721518987341772,2.567764159565363,2.485264736218416,0.8771563744963884,True,9.286907196044922,dense,2.7899694789499168,1.9929343337031384,0.967871105670035,transformer.bert.encoder.layer.0.intermediate.dense,316,98.3862332329154,316,127,0,1,0.13911657322196078,9.286907196044922,10.594079509571907,success,3.047442674636841,0.1779070794582367,,0,9.286907196044922,0.21004770696163177
26,Linear,0.08704651977538558,316,3072,9.721518987341772,2.7758100340024514,4.4317867863500675,0.8687630886941969,True,39.497920989990234,dense,4.442805463476934,2.3435270123317165,1.5965742367318474,transformer.bert.encoder.layer.0.output.dense,316,220.56013165414333,316,188,0,1,0.1295142577558217,39.497920989990234,5.584094709947868,success,6.2847371101379395,0.3954658508300781,,0,39.497920989990234,0.3741072416305542
32,Linear,0.08035990330001608,316,316,1.0,2.841478268426658,2.552512060259228,0.8519672766727493,True,7.912327766418457,dense,2.8534688296257764,2.0641248287105847,0.8983042695141101,transformer.bert.encoder.layer.1.attention.self.query,316,115.91104699277787,316,54,0,1,0.2505934516705126,7.912327766418457,14.649424343203798,success,2.8128859996795654,0.0007551554008387029,,1,7.912327766418457,0.6674799919128418
33,Linear,0.060903800969742905,316,316,1.0,3.3238228852589384,3.905500171433384,0.8567545106027274,True,14.962442398071289,dense,4.133377506721494,2.4089345969303855,1.1750024914847803,transformer.bert.encoder.layer.1.attention.self.key,316,256.4097864217101,316,42,0,1,0.3585736559140281,14.962442398071289,17.136893803832603,success,3.868131637573242,0.0014729313552379608,,0,14.962442398071289,2.009314775466919
34,Linear,0.05527433306429663,316,316,1.0,2.91044022631072,1.8261573638222528,0.8684859200894179,True,4.2408270835876465,dense,1.9145224792344626,1.5922034142989694,0.6274505648023886,transformer.bert.encoder.layer.1.attention.self.value,316,39.10240002335514,316,77,0,1,0.2177148694820508,4.2408270835876465,9.220465548969134,success,2.0593268871307373,0.000256562780123204,,1,4.2408270835876465,0.1522921472787857
37,Linear,0.08554677853703857,316,316,1.0,2.803877458216867,2.2495240516694137,0.8518800202669358,True,6.342937469482422,dense,2.294194646055307,1.6362943785283781,0.8022904300175815,transformer.bert.encoder.layer.1.attention.output.dense,316,43.28071019648647,316,102,0,1,0.17861048330844395,6.342937469482422,6.823448978445965,success,2.5185189247131348,0.0005757219041697681,,1,6.342937469482422,0.13016358017921448
41,Linear,0.04920990858423979,316,3072,9.721518987341772,2.1160844604893505,3.228132293110516,0.7710835353050121,True,33.53678894042969,dense,3.244903493714824,2.049050861230649,1.525521477703211,transformer.bert.encoder.layer.1.intermediate.dense,316,111.95689911022782,316,17,0,1,0.2706902422181231,33.53678894042969,3.338330909053137,success,5.791095733642578,0.1906144917011261,,0,33.53678894042969,0.52264803647995
44,Linear,0.09460466085728503,316,3072,9.721518987341772,3.3720495957088525,3.7742359120342868,0.9615917637937085,True,13.160445213317871,dense,3.9203706329191794,2.3891119595074786,1.1192705815588364,transformer.bert.encoder.layer.1.output.dense,316,244.96946826577187,316,169,0,1,0.18246535351606558,13.160445213317871,18.614071507084887,success,3.627732753753662,0.5018890500068665,,0,13.160445213317871,0.5954142212867737
50,Linear,0.08160122270466619,316,316,1.0,2.0129466957317677,2.2691727784035094,0.734618164830678,True,13.405686378479004,dense,2.7377606305270605,2.0477304788594455,1.1272890550033148,transformer.bert.encoder.layer.2.attention.self.query,316,111.61703426597794,316,132,0,1,0.08816569320052779,13.405686378479004,8.326096188939928,success,3.6613776683807373,0.0005637533031404018,,2,13.405686378479004,0.13154712319374084
51,Linear,0.04514554921916314,316,316,1.0,2.038143594220735,2.5313095445155223,0.730998821257058,True,17.45694351196289,dense,3.0529572988249494,2.184594342189666,1.2419682066038849,transformer.bert.encoder.layer.2.attention.self.key,316,152.96579993434858,316,111,0,1,0.09853622931938485,17.45694351196289,8.762461757954604,success,4.178150653839111,0.00034416752168908715,,1,17.45694351196289,0.21918776631355286
52,Linear,0.03729344047257466,316,316,1.0,2.2647013675176852,1.8460077842342615,0.6903595786543553,True,6.533139705657959,dense,1.8962050682432983,1.3828507903843463,0.815121945308688,transformer.bert.encoder.layer.2.attention.self.value,316,24.146311023341262,316,61,0,1,0.16192841714383122,6.533139705657959,3.6959734692998523,success,2.5560007095336914,0.00012978227459825575,,2,6.533139705657959,0.07678723335266113
55,Linear,0.10698010354853582,316,316,1.0,2.450859422251363,2.53318777333752,0.7403288165653324,True,10.80417537689209,dense,2.7041356862640487,1.7202161341545086,1.0335916251820474,transformer.bert.encoder.layer.2.attention.output.dense,316,52.506870475325314,316,105,0,1,0.1415893816013172,10.80417537689209,4.859868397511088,success,3.286970615386963,0.0002134205133188516,,1,10.80417537689209,0.12166919559240341
59,Linear,0.033916978776468126,316,3072,9.721518987341772,2.50791519691165,3.8095847695584926,0.7524124378515965,True,33.038822174072266,dense,3.8215604027352574,2.050920828652653,1.5190245564322795,transformer.bert.encoder.layer.2.intermediate.dense,316,112.43999785557389,316,143,0,1,0.12609820351856363,33.038822174072266,3.403268956234552,success,5.747940540313721,0.18300077319145203,,0,33.038822174072266,0.1696624755859375
