layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
5,Embedding,0.09358451175622884,316,701,2.2183544303797467,4.325198257179153,2.4565575839075695,0.9552395759346279,True,3.697976589202881,embedding,2.5143662274484453,1.8775755620118166,0.5679641574418162,transformer.bert.embeddings.position_embeddings,316,75.43546330556273,316,70,0,1,0.39743720886893885,3.697976589202881,20.399118676363297,success,1.923012375831604,0.15232911705970764,,0,3.697976589202881,0.35542047023773193
14,Linear,0.08826465685014334,316,316,1.0,5.865514834768124,0.922254542958113,0.9245856906873698,True,1.4362609386444092,dense,0.9306611142957383,1.6011237236525706,0.15723334932023433,transformer.bert.encoder.layer.0.attention.self.query,316,39.91385944611929,316,30,0,1,0.8883174096261742,1.4362609386444092,27.790116943367767,success,1.1984410285949707,0.0004143245459999889,,2,1.4362609386444092,0.3303828537464142
15,Linear,0.09876165946387544,316,316,1.0,4.230176596467631,2.0581888242117583,0.9085298725844214,True,3.0658376216888428,dense,2.062567597126325,1.628942011398073,0.4865491492554777,transformer.bert.encoder.layer.0.attention.self.key,316,42.554158945674786,316,50,0,1,0.4568159551584688,3.0658376216888428,13.880108536939886,success,1.7509533166885376,0.0004803731571882963,,1,3.0658376216888428,0.2733994126319885
16,Linear,0.09927712699534041,316,316,1.0,4.049346058257825,3.261643549993432,0.8719925991549154,True,6.389606952667236,dense,3.261866920502155,1.6510593101792628,0.8054741439897357,transformer.bert.encoder.layer.0.attention.self.value,316,44.77744510955884,316,56,0,1,0.40748600727537115,6.389606952667236,7.007855951275255,success,2.5277671813964844,0.0003946581855416298,,1,6.389606952667236,0.2539970874786377
19,Linear,0.07821119587972614,316,316,1.0,4.83607104944891,1.7801746298304686,0.9157888914322525,True,2.3340141773223877,dense,1.783831316959941,1.6103138155648211,0.36810348971885487,transformer.bert.encoder.layer.0.attention.output.dense,316,40.767475189258676,316,40,0,1,0.6065360891245479,2.3340141773223877,17.46667847409036,success,1.5277481079101562,0.0007449209806509316,,1,2.3340141773223877,0.2955528199672699
23,Linear,0.0942891779926277,316,3072,9.721518987341772,6.286118107944574,6.708958428966049,0.999150582707517,True,11.675237655639648,dense,6.709191250384388,2.5708949901561375,1.0672657296220822,transformer.bert.encoder.layer.0.intermediate.dense,316,372.3016750216484,316,97,0,1,0.5367239749344906,11.675237655639648,31.888145321119907,success,3.4169046878814697,0.7344602346420288,under-trained,0,11.675237655639648,1.3551334142684937
26,Linear,0.09347099736921927,316,3072,9.721518987341772,8.540079018358757,5.606048588973504,1.005157679079302,True,4.533565521240234,dense,5.6383269352684,2.574403535701883,0.656439896741246,transformer.bert.encoder.layer.0.output.dense,316,375.3215798139572,316,58,0,1,0.9900608793811269,4.533565521240234,82.78728476637998,success,2.1292171478271484,0.7397511005401611,under-trained,0,4.533565521240234,1.5810377597808838
32,Linear,0.09483135706234985,316,316,1.0,4.112956694032936,2.4431867063859394,0.9002947365092272,True,3.9266481399536133,dense,2.4446610888540086,1.6307446573612823,0.5940219866478309,transformer.bert.encoder.layer.1.attention.self.query,316,42.731157522829704,316,56,0,1,0.4159863360334186,3.9266481399536133,10.882349525550945,success,1.9815771579742432,0.00010252677748212591,,1,3.9266481399536133,0.25609540939331055
33,Linear,0.0998657269388803,316,316,1.0,4.213106216747747,1.2369053681201574,0.920166737578976,True,1.9660073518753052,dense,1.2604823707279864,1.6153206053417746,0.29358513754133897,transformer.bert.encoder.layer.1.attention.self.key,316,41.24018504913383,316,54,0,1,0.4372483733553593,1.9660073518753052,20.976617920475356,success,1.4021438360214233,0.0004930481081828475,,1,1.9660073518753052,0.26161128282546997
34,Linear,0.0946370247992726,316,316,1.0,4.828546495346198,2.1586239977743276,0.9116173080397557,True,2.799333333969116,dense,2.159877461830963,1.6117793379329486,0.4470546156808951,transformer.bert.encoder.layer.1.attention.self.value,316,40.90527699955808,316,41,0,1,0.5979185087436544,2.799333333969116,14.612506664777698,success,1.6731208562850952,0.0005305376835167408,,1,2.799333333969116,0.2921464741230011
37,Linear,0.07968185395597305,316,316,1.0,5.896422385603359,0.7672461084956312,0.9247398234097168,True,1.3493375778198242,dense,0.7793726477190821,1.5983791555194493,0.1301206152342361,transformer.bert.encoder.layer.1.attention.output.dense,316,39.66241510418263,316,29,0,1,0.9092428107523028,1.3493375778198242,29.393989877808558,success,1.1616098880767822,0.0010607563890516758,,0,1.3493375778198242,0.331866055727005
41,Linear,0.10241908078194972,316,3072,9.721518987341772,6.0487508517281166,7.14739477359523,0.9955344372045136,True,15.192580223083496,dense,7.147471395011932,2.5756908803236693,1.1816315382792189,transformer.bert.encoder.layer.1.intermediate.dense,316,376.4357662796974,316,101,0,1,0.5023694861573835,15.192580223083496,24.777605959766046,success,3.89776611328125,0.7224408984184265,under-trained,0,15.192580223083496,1.3347035646438599
44,Linear,0.07840155724121356,316,3072,9.721518987341772,9.729521252820279,6.133055892102257,1.0056936362932944,True,4.269287109375,dense,6.141042567863781,2.575008793540211,0.630355362071333,transformer.bert.encoder.layer.1.output.dense,316,375.84501427412033,316,46,0,1,1.2870976898115702,4.269287109375,88.0346073349801,success,2.066225290298462,0.747539222240448,under-trained,0,4.269287109375,1.6523276567459106
50,Linear,0.10813941129457932,316,316,1.0,3.801291556277823,3.603357637746687,0.8444679544186969,True,8.870126724243164,dense,3.603489984172738,1.675755739620277,0.9479298244818268,transformer.bert.encoder.layer.2.attention.self.query,316,47.397533218777255,316,61,0,1,0.35866863064817894,8.870126724243164,5.34350124775939,success,2.978275775909424,0.00022697911481373012,,1,8.870126724243164,0.2410968840122223
51,Linear,0.10589334400208572,316,316,1.0,3.72492689760975,3.071732472637794,0.8687704255736978,True,6.6779375076293945,dense,3.07229151247815,1.6594635083892018,0.8246423505945568,transformer.bert.encoder.layer.2.attention.self.key,316,45.652388915300364,316,64,0,1,0.34061586220121876,6.6779375076293945,6.836300708586076,success,2.5841705799102783,0.00040142203215509653,,1,6.6779375076293945,0.2365512251853943
52,Linear,0.11556520096204337,316,316,1.0,3.999817249770553,2.4111308086370062,0.8981079872564425,True,4.006916046142578,dense,2.4126521818135642,1.6190858329809137,0.6028102430868109,transformer.bert.encoder.layer.2.attention.self.value,316,41.59928182515051,316,55,0,1,0.40449527544203356,4.006916046142578,10.381870083152295,success,2.0017282962799072,0.0008844386320561171,,1,4.006916046142578,0.2471528798341751
55,Linear,0.08897276821685868,316,316,1.0,5.807703056227988,0.6188164865393285,0.9253360917601754,True,1.2780592441558838,dense,0.6345160446680682,1.5913048835237678,0.10655098591442795,transformer.bert.encoder.layer.2.attention.output.dense,316,39.02158299607366,316,33,0,1,0.8369136785592126,1.2780592441558838,30.531904662875107,success,1.1305128335952759,0.00031306708115153015,,1,1.2780592441558838,0.31580471992492676
59,Linear,0.1017445151519506,316,3072,9.721518987341772,6.506496637759613,6.727486796157577,1.0001585063515959,True,10.813456535339355,dense,6.727736243749227,2.5713029047306173,1.0339645389372025,transformer.bert.encoder.layer.2.intermediate.dense,316,372.6515266299248,316,89,0,1,0.583687476228734,10.813456535339355,34.46183238560823,success,3.288382053375244,0.7254109382629395,under-trained,0,10.813456535339355,1.3881487846374512
62,Linear,0.07662894931126318,316,3072,9.721518987341772,11.910718886229743,6.2941671152149,1.0062257579422123,True,3.376335620880127,dense,6.312333713907189,2.5736594303345717,0.5284456106584575,transformer.bert.encoder.layer.2.output.dense,316,374.6790671944618,316,36,0,1,1.8184531477049573,3.376335620880127,110.97210386235012,success,1.8374807834625244,0.7340235710144043,under-trained,0,3.376335620880127,1.715712308883667
68,Linear,0.09557692485391378,316,316,1.0,5.285697341515906,0.593080741837801,0.9244148967964,True,1.2948063611984253,dense,0.6455899444300078,1.6031399836718145,0.11220482436243862,transformer.bert.encoder.layer.3.attention.self.query,316,40.099594754371566,316,36,0,1,0.714282890252651,1.2948063611984253,30.96956885294945,success,1.1378955841064453,0.00012419765698723495,,1,1.2948063611984253,0.3120071291923523
69,Linear,0.09670069468460707,316,316,1.0,5.290320871583634,0.9376098891531854,0.9231582887386962,True,1.5039423704147339,dense,0.9568479979585327,1.6085318604782735,0.17723119483913574,transformer.bert.encoder.layer.3.attention.self.key,316,40.60054473123819,316,34,0,1,0.7357839592839686,1.5039423704147339,26.996077462756766,success,1.2263532876968384,0.0011083235731348395,,0,1.5039423704147339,0.32044005393981934
