layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
5,Embedding,0.07955067981057717,316,701,2.2183544303797467,1.6364600701275287,3.3735342107211665,0.33936025641868395,True,115.2080307006836,embedding,3.408925701250738,2.250033260768391,2.061482753110052,transformer.bert.embeddings.position_embeddings,316,177.84156061155954,316,21,0,1,0.13888697372268108,115.2080307006836,1.5436559372636192,success,10.733500480651855,0.030687876045703888,over-trained,0,115.2080307006836,0.22175975143909454
14,Linear,0.044740829243167135,316,316,1.0,6.1578114596976485,0.7194629296633658,0.9241518984228531,True,1.3086919784545898,dense,0.8406263909764922,1.7353337671804407,0.11683744044003123,transformer.bert.encoder.layer.0.attention.self.query,316,54.3667994693742,316,21,0,1,1.1255267349702451,1.3086919784545898,41.54285375354325,success,1.1439807415008545,0.001000646618194878,under-trained,0,1.3086919784545898,0.513099730014801
15,Linear,0.08062487119790807,316,316,1.0,4.167024174266476,2.370899824695312,0.9087972339545273,True,3.706526756286621,dense,2.3871196636171517,1.7869516848612186,0.568967139508535,transformer.bert.encoder.layer.0.attention.self.key,316,61.228227170541516,316,43,0,1,0.4829666587844355,3.706526756286621,16.519030131562555,success,1.9252341985702515,0.0004539808433037251,,1,3.706526756286621,0.42424309253692627
16,Linear,0.0931588817780018,316,316,1.0,2.822151608073008,2.1777382383050607,0.8446417813175632,True,5.910971164703369,dense,2.303577743710446,1.7074023308845112,0.7716588407495377,transformer.bert.encoder.layer.0.attention.self.value,316,50.98029343611634,316,87,0,1,0.19535515793899164,5.910971164703369,8.624689922451125,success,2.431248903274536,0.0003470356168691069,,2,5.910971164703369,0.18383270502090454
19,Linear,0.08714264064717092,316,316,1.0,3.0347715280007415,2.9160994112743226,0.8228689067204409,True,9.138940811157227,dense,2.930761659048686,1.7018101305316593,0.9608958646041476,transformer.bert.encoder.layer.0.attention.output.dense,316,50.32805311623554,316,76,0,1,0.2334043016776072,9.138940811157227,5.506989721915345,success,3.0230681896209717,0.0009929746156558394,,1,9.138940811157227,0.2043205350637436
23,Linear,0.08206518964455167,316,3072,9.721518987341772,4.1083201390782484,3.120926153363431,0.9716160227873005,True,5.749895095825195,dense,3.12404554251136,1.940528165518125,0.7596599212600917,transformer.bert.encoder.layer.0.intermediate.dense,316,87.20234532281756,316,118,0,1,0.28614406243376217,5.749895095825195,15.165901963347512,success,2.3978939056396484,0.23485131561756134,,0,5.749895095825195,0.27934378385543823
26,Linear,0.09169310387201046,316,3072,9.721518987341772,4.266436176544838,4.2474954875235,0.981834809043695,True,9.898298263549805,dense,4.258874024356127,2.285663616432432,0.9955605361858061,transformer.bert.encoder.layer.0.output.dense,316,193.04724868759513,316,137,0,1,0.279070476087414,9.898298263549805,19.503074523272954,success,3.146156072616577,0.1669270247220993,,0,9.898298263549805,0.5832882523536682
32,Linear,0.05120341063281164,316,316,1.0,6.784809921811111,3.7203594983564017,0.9049426301157816,True,3.5345699787139893,dense,3.7774382846156365,2.1258989579998913,0.5483365844040187,transformer.bert.encoder.layer.1.attention.self.query,316,133.62845833416947,316,18,0,1,1.3634927745292862,3.5345699787139893,37.80614307791653,success,1.8800451755523682,0.0008510110201314092,under-trained,1,3.5345699787139893,1.4350465536117554
33,Linear,0.099327307199774,316,316,1.0,4.510221241139462,5.054262024945923,0.8915776078589648,True,13.201520919799805,dense,5.107626694401907,2.45183908579263,1.1206239682532768,transformer.bert.encoder.layer.1.attention.self.key,316,283.0343106573431,316,41,0,1,0.5482044562900416,13.201520919799805,21.439522944121137,success,3.633389711380005,0.0012007071636617184,,0,13.201520919799805,2.3067588806152344
34,Linear,0.07769665058743336,316,316,1.0,4.445223777447482,2.4093135418571046,0.9566200003341122,True,3.48337721824646,dense,2.5570414505727017,1.8116112149061183,0.542000507169196,transformer.bert.encoder.layer.1.attention.self.value,316,64.80540288540396,316,92,0,1,0.3591894086249817,3.48337721824646,18.604187495383332,success,1.8663808107376099,0.003983549773693085,,0,3.48337721824646,0.24811315536499023
